Simulation Stats for User 1 | House 1 Bedroom 1 | Window 20260412_to_20260413
[User 1 | 2026-04-13 01:47] Sleep Phase=LIGHT Temp=20.74°C, Pres=1, HR=62.50bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:48] Sleep Phase=LIGHT Temp=20.73°C, Pres=1, HR=58.10bpm, Vib=0.0066g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:49] Sleep Phase=AWAKE Temp=20.72°C, Pres=1, HR=72.61bpm, Vib=0.0807g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:50] Sleep Phase=LIGHT Temp=20.71°C, Pres=1, HR=61.80bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:51] Sleep Phase=LIGHT Temp=20.71°C, Pres=1, HR=64.33bpm, Vib=0.0045g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:52] Sleep Phase=LIGHT Temp=20.70°C, Pres=1, HR=62.10bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:53] Sleep Phase=LIGHT Temp=20.69°C, Pres=1, HR=59.63bpm, Vib=0.0065g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:54] Sleep Phase=LIGHT Temp=20.68°C, Pres=1, HR=60.46bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:55] Sleep Phase=REM   Temp=20.67°C, Pres=1, HR=66.77bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:56] Sleep Phase=REM   Temp=20.66°C, Pres=1, HR=69.81bpm, Vib=0.0048g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:57] Sleep Phase=REM   Temp=20.66°C, Pres=1, HR=75.23bpm, Vib=0.0038g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:58] Sleep Phase=REM   Temp=20.65°C, Pres=1, HR=66.77bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 01:59] Sleep Phase=REM   Temp=20.64°C, Pres=1, HR=71.99bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:00] Sleep Phase=REM   Temp=20.63°C, Pres=1, HR=64.95bpm, Vib=0.0035g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:01] Sleep Phase=REM   Temp=20.62°C, Pres=1, HR=65.19bpm, Vib=0.0050g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:02] Sleep Phase=REM   Temp=20.61°C, Pres=1, HR=71.87bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:03] Sleep Phase=REM   Temp=20.61°C, Pres=1, HR=64.68bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:04] Sleep Phase=REM   Temp=20.60°C, Pres=1, HR=71.56bpm, Vib=0.0038g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:05] Sleep Phase=REM   Temp=20.59°C, Pres=1, HR=65.89bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:06] Sleep Phase=REM   Temp=20.58°C, Pres=1, HR=62.84bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:07] Sleep Phase=REM   Temp=20.57°C, Pres=1, HR=63.26bpm, Vib=0.0035g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:08] Sleep Phase=REM   Temp=20.56°C, Pres=1, HR=61.95bpm, Vib=0.0050g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:09] Sleep Phase=REM   Temp=20.56°C, Pres=1, HR=71.73bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:10] Sleep Phase=REM   Temp=20.55°C, Pres=1, HR=67.74bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:11] Sleep Phase=REM   Temp=20.54°C, Pres=1, HR=65.00bpm, Vib=0.0039g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:12] Sleep Phase=REM   Temp=20.53°C, Pres=1, HR=70.22bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:13] Sleep Phase=REM   Temp=20.52°C, Pres=1, HR=73.06bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:14] Sleep Phase=REM   Temp=20.51°C, Pres=1, HR=62.26bpm, Vib=0.0034g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:15] Sleep Phase=REM   Temp=20.51°C, Pres=1, HR=73.05bpm, Vib=0.0051g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:16] Sleep Phase=REM   Temp=20.50°C, Pres=1, HR=74.86bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:17] Sleep Phase=REM   Temp=20.49°C, Pres=1, HR=66.39bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:18] Sleep Phase=REM   Temp=20.48°C, Pres=1, HR=70.69bpm, Vib=0.0039g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:19] Sleep Phase=REM   Temp=20.47°C, Pres=1, HR=74.92bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:20] Sleep Phase=REM   Temp=20.46°C, Pres=1, HR=75.89bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:21] Sleep Phase=REM   Temp=20.46°C, Pres=1, HR=72.69bpm, Vib=0.0034g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:22] Sleep Phase=REM   Temp=20.45°C, Pres=1, HR=69.60bpm, Vib=0.0051g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:23] Sleep Phase=REM   Temp=20.44°C, Pres=1, HR=63.41bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:24] Sleep Phase=REM   Temp=20.43°C, Pres=1, HR=73.26bpm, Vib=0.0046g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:25] Sleep Phase=REM   Temp=20.42°C, Pres=1, HR=64.11bpm, Vib=0.0040g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:26] Sleep Phase=REM   Temp=20.41°C, Pres=1, HR=66.27bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:27] Sleep Phase=REM   Temp=20.41°C, Pres=1, HR=61.55bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:28] Sleep Phase=REM   Temp=20.40°C, Pres=1, HR=62.01bpm, Vib=0.0033g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:29] Sleep Phase=REM   Temp=20.39°C, Pres=1, HR=67.53bpm, Vib=0.0051g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:30] Sleep Phase=LIGHT Temp=20.38°C, Pres=1, HR=57.53bpm, Vib=0.0042g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:31] Sleep Phase=LIGHT Temp=20.37°C, Pres=1, HR=58.44bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:32] Sleep Phase=LIGHT Temp=20.36°C, Pres=1, HR=61.83bpm, Vib=0.0063g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:33] Sleep Phase=LIGHT Temp=20.36°C, Pres=1, HR=64.73bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:34] Sleep Phase=LIGHT Temp=20.35°C, Pres=1, HR=57.88bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:35] Sleep Phase=LIGHT Temp=20.34°C, Pres=1, HR=65.23bpm, Vib=0.0067g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:36] Sleep Phase=LIGHT Temp=20.33°C, Pres=1, HR=61.54bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:37] Sleep Phase=LIGHT Temp=20.32°C, Pres=1, HR=61.38bpm, Vib=0.0049g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:38] Sleep Phase=LIGHT Temp=20.31°C, Pres=1, HR=63.54bpm, Vib=0.0043g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:39] Sleep Phase=LIGHT Temp=20.31°C, Pres=1, HR=62.27bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:40] Sleep Phase=LIGHT Temp=20.30°C, Pres=1, HR=59.98bpm, Vib=0.0064g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:41] Sleep Phase=LIGHT Temp=20.29°C, Pres=1, HR=65.00bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:42] Sleep Phase=LIGHT Temp=20.28°C, Pres=1, HR=61.37bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:43] Sleep Phase=LIGHT Temp=20.27°C, Pres=1, HR=59.45bpm, Vib=0.0066g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:44] Sleep Phase=LIGHT Temp=20.26°C, Pres=1, HR=66.32bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:45] Sleep Phase=LIGHT Temp=20.26°C, Pres=1, HR=63.72bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:46] Sleep Phase=LIGHT Temp=20.25°C, Pres=1, HR=63.51bpm, Vib=0.0045g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:47] Sleep Phase=LIGHT Temp=20.24°C, Pres=1, HR=61.88bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:48] Sleep Phase=LIGHT Temp=20.23°C, Pres=1, HR=61.96bpm, Vib=0.0065g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:49] Sleep Phase=LIGHT Temp=20.22°C, Pres=1, HR=56.89bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:50] Sleep Phase=LIGHT Temp=20.21°C, Pres=1, HR=56.58bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:51] Sleep Phase=LIGHT Temp=20.21°C, Pres=1, HR=57.36bpm, Vib=0.0065g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:52] Sleep Phase=LIGHT Temp=20.20°C, Pres=1, HR=60.29bpm, Vib=0.0056g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:53] Sleep Phase=LIGHT Temp=20.19°C, Pres=1, HR=61.52bpm, Vib=0.0045g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:54] Sleep Phase=LIGHT Temp=20.18°C, Pres=1, HR=61.98bpm, Vib=0.0047g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:55] Sleep Phase=LIGHT Temp=20.17°C, Pres=1, HR=60.28bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:56] Sleep Phase=LIGHT Temp=20.16°C, Pres=1, HR=59.02bpm, Vib=0.0066g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:57] Sleep Phase=LIGHT Temp=20.16°C, Pres=1, HR=63.18bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:58] Sleep Phase=LIGHT Temp=20.15°C, Pres=1, HR=62.32bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 02:59] Sleep Phase=LIGHT Temp=20.14°C, Pres=1, HR=60.39bpm, Vib=0.0064g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:00] Sleep Phase=LIGHT Temp=20.13°C, Pres=1, HR=66.71bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:01] Sleep Phase=LIGHT Temp=20.12°C, Pres=1, HR=60.94bpm, Vib=0.0043g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:02] Sleep Phase=LIGHT Temp=20.11°C, Pres=1, HR=59.93bpm, Vib=0.0048g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:03] Sleep Phase=LIGHT Temp=20.11°C, Pres=1, HR=63.91bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:04] Sleep Phase=LIGHT Temp=20.10°C, Pres=1, HR=61.53bpm, Vib=0.0067g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:05] Sleep Phase=LIGHT Temp=20.09°C, Pres=1, HR=60.39bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:06] Sleep Phase=LIGHT Temp=20.08°C, Pres=1, HR=64.20bpm, Vib=0.0069g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:07] Sleep Phase=LIGHT Temp=20.07°C, Pres=1, HR=64.89bpm, Vib=0.0063g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:08] Sleep Phase=LIGHT Temp=20.06°C, Pres=1, HR=59.85bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:09] Sleep Phase=LIGHT Temp=20.06°C, Pres=1, HR=59.73bpm, Vib=0.0042g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:10] Sleep Phase=LIGHT Temp=20.05°C, Pres=1, HR=58.44bpm, Vib=0.0050g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:11] Sleep Phase=LIGHT Temp=20.04°C, Pres=1, HR=61.75bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:12] Sleep Phase=LIGHT Temp=20.03°C, Pres=1, HR=56.99bpm, Vib=0.0067g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:13] Sleep Phase=LIGHT Temp=20.02°C, Pres=1, HR=61.32bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:14] Sleep Phase=LIGHT Temp=20.01°C, Pres=1, HR=62.21bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:15] Sleep Phase=LIGHT Temp=20.01°C, Pres=1, HR=60.90bpm, Vib=0.0061g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:16] Sleep Phase=LIGHT Temp=20.00°C, Pres=1, HR=58.05bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:17] Sleep Phase=LIGHT Temp=19.99°C, Pres=1, HR=60.63bpm, Vib=0.0040g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:18] Sleep Phase=AWAKE Temp=19.98°C, Pres=1, HR=76.71bpm, Vib=0.1042g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:19] Sleep Phase=LIGHT Temp=19.97°C, Pres=1, HR=63.15bpm, Vib=0.0062g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:20] Sleep Phase=REM   Temp=19.96°C, Pres=1, HR=73.22bpm, Vib=0.0043g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:21] Sleep Phase=REM   Temp=19.96°C, Pres=1, HR=68.50bpm, Vib=0.0043g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:22] Sleep Phase=REM   Temp=19.95°C, Pres=1, HR=71.01bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:23] Sleep Phase=REM   Temp=19.94°C, Pres=1, HR=64.85bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:24] Sleep Phase=REM   Temp=19.93°C, Pres=1, HR=73.45bpm, Vib=0.0031g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:25] Sleep Phase=REM   Temp=19.92°C, Pres=1, HR=70.59bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:26] Sleep Phase=REM   Temp=19.91°C, Pres=1, HR=70.72bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:27] Sleep Phase=REM   Temp=19.91°C, Pres=1, HR=63.04bpm, Vib=0.0042g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:28] Sleep Phase=REM   Temp=19.90°C, Pres=1, HR=68.30bpm, Vib=0.0044g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:29] Sleep Phase=REM   Temp=19.89°C, Pres=1, HR=68.38bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:30] Sleep Phase=REM   Temp=19.88°C, Pres=1, HR=71.70bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:31] Sleep Phase=REM   Temp=19.87°C, Pres=1, HR=62.87bpm, Vib=0.0031g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:32] Sleep Phase=REM   Temp=19.86°C, Pres=1, HR=62.28bpm, Vib=0.0054g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:33] Sleep Phase=REM   Temp=19.86°C, Pres=1, HR=62.75bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:34] Sleep Phase=REM   Temp=19.85°C, Pres=1, HR=67.80bpm, Vib=0.0042g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:35] Sleep Phase=REM   Temp=19.84°C, Pres=1, HR=71.52bpm, Vib=0.0044g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:36] Sleep Phase=REM   Temp=19.83°C, Pres=1, HR=68.99bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:37] Sleep Phase=REM   Temp=19.82°C, Pres=1, HR=68.75bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:38] Sleep Phase=REM   Temp=19.81°C, Pres=1, HR=72.86bpm, Vib=0.0032g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:39] Sleep Phase=REM   Temp=19.81°C, Pres=1, HR=66.14bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:40] Sleep Phase=REM   Temp=19.80°C, Pres=1, HR=68.49bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:41] Sleep Phase=REM   Temp=19.79°C, Pres=1, HR=74.26bpm, Vib=0.0041g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:42] Sleep Phase=REM   Temp=19.78°C, Pres=1, HR=64.27bpm, Vib=0.0045g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:43] Sleep Phase=REM   Temp=19.77°C, Pres=1, HR=76.23bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:44] Sleep Phase=REM   Temp=19.76°C, Pres=1, HR=70.46bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:45] Sleep Phase=REM   Temp=19.76°C, Pres=1, HR=72.56bpm, Vib=0.0032g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:46] Sleep Phase=REM   Temp=19.75°C, Pres=1, HR=74.88bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:47] Sleep Phase=REM   Temp=19.74°C, Pres=1, HR=64.95bpm, Vib=0.0059g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:48] Sleep Phase=REM   Temp=19.73°C, Pres=1, HR=68.16bpm, Vib=0.0041g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:49] Sleep Phase=REM   Temp=19.72°C, Pres=1, HR=62.07bpm, Vib=0.0045g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:50] Sleep Phase=REM   Temp=19.71°C, Pres=1, HR=63.90bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:51] Sleep Phase=REM   Temp=19.71°C, Pres=1, HR=68.94bpm, Vib=0.0052g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:52] Sleep Phase=REM   Temp=19.70°C, Pres=1, HR=62.31bpm, Vib=0.0033g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:53] Sleep Phase=REM   Temp=19.69°C, Pres=1, HR=67.93bpm, Vib=0.0055g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:54] Sleep Phase=REM   Temp=19.68°C, Pres=1, HR=71.28bpm, Vib=0.0058g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:55] Sleep Phase=REM   Temp=19.67°C, Pres=1, HR=63.45bpm, Vib=0.0040g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:56] Sleep Phase=REM   Temp=19.66°C, Pres=1, HR=60.41bpm, Vib=0.0046g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:57] Sleep Phase=REM   Temp=19.66°C, Pres=1, HR=71.40bpm, Vib=0.0060g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:58] Sleep Phase=REM   Temp=19.65°C, Pres=1, HR=69.60bpm, Vib=0.0051g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 03:59] Sleep Phase=REM   Temp=19.64°C, Pres=1, HR=69.77bpm, Vib=0.0033g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:00] Sleep Phase=LIGHT Temp=19.63°C, Pres=1, HR=65.61bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:01] Sleep Phase=LIGHT Temp=19.62°C, Pres=1, HR=59.08bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:02] Sleep Phase=LIGHT Temp=19.61°C, Pres=1, HR=62.08bpm, Vib=0.0062g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:03] Sleep Phase=LIGHT Temp=19.61°C, Pres=1, HR=64.40bpm, Vib=0.0053g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:04] Sleep Phase=LIGHT Temp=19.60°C, Pres=1, HR=60.76bpm, Vib=0.0041g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:05] Sleep Phase=LIGHT Temp=19.59°C, Pres=1, HR=66.58bpm, Vib=0.0050g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:06] Sleep Phase=LIGHT Temp=19.58°C, Pres=1, HR=61.79bpm, Vib=0.0061g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:07] Sleep Phase=LIGHT Temp=19.57°C, Pres=1, HR=59.09bpm, Vib=0.0067g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:08] Sleep Phase=LIGHT Temp=19.56°C, Pres=1, HR=63.37bpm, Vib=0.0070g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:09] Sleep Phase=LIGHT Temp=19.56°C, Pres=1, HR=62.79bpm, Vib=0.0068g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:10] Sleep Phase=LIGHT Temp=19.55°C, Pres=1, HR=64.01bpm, Vib=0.0061g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
[User 1 | 2026-04-13 04:11] Sleep Phase=LIGHT Temp=19.54°C, Pres=1, HR=61.19bpm, Vib=0.0051g | Phase=DAY | MQTT[L=50, F=OFF, H=OFF]
